Id,Name,Type,Address
6156bde7-2892-4085-871c-66f3baeea476,카페베네 강남 3호점,카페베네,대전 종로구 52 길 49
d1cfdad3-1b75-411c-8864-9f4ffdc11e2e,투썸 망원 5호점,투썸,제주 노원구 69 로 56
0741623b-c84e-4295-ba85-fabafe2363a1,빽다방 노원 5호점,빽다방,광주 종로구 2 로 54
24ed6bc7-422c-44ee-b984-8f7e7d6c5e16,카페베네 노원 5호점,카페베네,광주 송파구 34 길 19
cafaada2-b219-4d40-81db-7be0ed1ef9ca,빽다방 신촌 1호점,빽다방,양양 동작구 8 로 27
ba99d47f-3ace-4656-8f29-29683cfecea4,공차 성수 5호점,공차,춘천 강남구 31 로 41
fff62aa3-d316-444f-b54c-8492dfa2083c,할리스 용산 7호점,할리스,일산 동작구 3 길 83
84dd2417-422c-4bfd-8a65-a90e4a61954c,할리스 익선 10호점,할리스,하남 송파구 99 길 79
0e330350-c2a2-4855-805d-acdd10e3202b,할리스 성수 5호점,할리스,양양 영등포구 89 길 25
f4c0fdbc-4207-4c4e-b348-c8f1fa504ade,스타벅스 강남 8호점,스타벅스,광주 중구 18 로 36
391fa66a-0a73-415c-a2cc-9a7e0f867798,투썸 한남 3호점,투썸,부산 동대문구 15 로 57
614fd156-258d-4532-82dc-f96d5f01c469,빽다방 잠실 3호점,빽다방,동해 마포구 48 길 82
6f7543ca-765d-48a5-baf2-850eff13a6b9,공차 성수 8호점,공차,대구 마포구 52 로 23
8017bb94-84cc-4a7c-9c1e-94e93a5c3f46,공차 신촌 1호점,공차,서울 서초구 8 로 12
0562420e-cb23-4c9e-aca4-a2defb43f426,할리스 성수 2호점,할리스,고양 강남구 44 길 88
d5f09d0b-f677-4087-88a1-7310a79ac209,공차 망원 10호점,공차,춘천 송파구 65 로 86
50f831e1-8ae0-4d17-9acb-8d846a55abaa,공차 성수 10호점,공차,대구 용산구 92 로 81
a8ab790e-84ff-47ab-92b3-a2c0c5a2bb72,스타벅스 성수 2호점,스타벅스,동해 성북구 91 로 78
8de86c54-45a6-4c09-9d13-407d5de2b563,커피빈 한남 1호점,커피빈,하남 도봉구 20 길 8
3b4d1ad7-9924-4db4-b93d-6334cc274ed8,컴포즈 신촌 3호점,컴포즈,서울 송파구 13 길 39
cae0a538-c057-46e1-9f70-05adce210019,커피빈 망원 4호점,커피빈,대전 중랑구 59 길 8
dab8c627-8716-4ff9-afc6-34b74fc0e58b,커피빈 성수 1호점,커피빈,제주 강서구 78 로 1
39346491-d43c-40d7-9225-f8162365aab6,커피빈 용산 1호점,커피빈,제주 용산구 62 로 60
e6a62506-0d46-4df4-8b7f-97ac5ff94575,이디야 신촌 10호점,이디야,서울 양천구 14 길 92
96a2d99b-cb12-4fb8-a89c-03a5f0ba2aff,커피빈 성수 4호점,커피빈,대전 도봉구 68 길 76
91db5491-c1b4-45b4-88c1-5561402df3ed,할리스 신촌 9호점,할리스,제주 강동구 59 로 40
395d9fbf-22ec-4fc1-ac54-7b4f3dc4a5c2,할리스 강남 4호점,할리스,대전 관악구 86 길 65
8c91d40a-2981-4d48-b423-ba6a3cd44ce7,카페베네 한남 2호점,카페베네,제주 서초구 10 길 53
ffbb74ac-1019-4368-b206-d750c37e7135,스타벅스 성수 4호점,스타벅스,성남 강북구 65 로 71
e7ab570d-834e-4a0e-9fbc-76d2bf836bfb,투썸 성수 3호점,투썸,부산 용산구 27 로 35
5f77c18a-68a7-45e0-95c2-37e264484c62,스타벅스 성수 4호점,스타벅스,고양 영등포구 98 로 44
2aa3521d-3265-4f3d-bab0-99422089dd9b,투썸 익선 5호점,투썸,성남 강북구 1 길 81
52199b96-b57b-4ed6-b911-5390317c8447,커피빈 한남 1호점,커피빈,강릉 도봉구 7 길 85
3c3024cb-bc58-4746-8d64-f34e90945b2f,컴포즈 노원 2호점,컴포즈,서울 중랑구 92 길 85
3c47c6f9-c571-460f-ad0f-65d0f6f2d50d,카페베네 용산 9호점,카페베네,부산 중랑구 37 로 85
1077ca15-16ca-4535-83f5-772986051824,카페베네 성수 10호점,카페베네,대구 은평구 97 로 8
d2feb999-64fd-4c1c-b5f7-15cf296b738e,커피빈 한남 5호점,커피빈,인천 관악구 63 로 71
c176f233-a38f-4bbf-b5ac-102fa1a5e973,빽다방 노원 7호점,빽다방,강릉 중랑구 86 로 42
728aceb1-ce95-48e1-8097-1de04453b247,카페베네 익선 2호점,카페베네,울산 은평구 27 길 8
e6478459-9634-4e68-a44c-978ce7fd9e84,할리스 망원 8호점,할리스,일산 용산구 44 길 22
4c036ea9-de4e-45b0-82ab-a6760a5290c2,이디야 성수 10호점,이디야,인천 은평구 1 로 32
06731d48-0593-4cb8-8ef2-a6045d5c46f6,카페베네 강남 3호점,카페베네,광주 동작구 13 길 41
730f3133-886e-491a-b6a7-5e2ea6e5d3f7,메가커피 용산 5호점,메가커피,강릉 용산구 11 길 38
36964ae9-ccef-4e41-99fe-160326b1ebfb,투썸 강남 7호점,투썸,일산 강북구 41 길 42
5c14b9be-0c9b-4f57-bed0-cb2c13e905f1,커피빈 강남 4호점,커피빈,부산 송파구 24 로 42
49b1c5c3-6b77-490b-b1ef-685d6ff698a8,컴포즈 성수 2호점,컴포즈,춘천 동작구 88 길 63
7a750a55-3ee0-411e-91cf-1fe2f9ebbaec,공차 노원 6호점,공차,성남 강동구 98 로 77
d5910ea2-7d20-48ee-adb8-9bfb569f1774,할리스 망원 2호점,할리스,강릉 중구 79 길 2
abdcebdc-d647-48b6-8e93-b7e102c09dd6,컴포즈 성수 1호점,컴포즈,고양 중구 57 로 29
cae750c4-38d6-40e5-bb9e-160e722f79ce,커피빈 성수 9호점,커피빈,일산 성동구 10 로 43
f34a1e9b-7a04-4897-aa8e-5025676c3016,공차 한남 2호점,공차,인천 은평구 40 길 47
40acb4b1-313f-49ca-a882-c96a4338883c,컴포즈 망원 5호점,컴포즈,대전 강남구 36 로 67
beed5a68-d9de-4e1a-93e1-0810546e3d49,공차 성수 7호점,공차,서울 중랑구 36 길 5
