Id,OrderAt,Store,UserId
200585d8-e0b8-4a40-b266-da934d660fcc,2024-10-04,bec860db-bd47-40ad-a8fe-c6e586a0c366
ea6f5d1c-ab71-4011-82e6-e65ce67ea1fc,2024-09-27,c25ac049-f03f-4552-8c41-c101423f1457
46b587de-33bf-4a9c-b0c0-9b58b1940c0e,2024-08-16,44e43513-f5c7-4216-8fc0-5e686d93ec23
d0bc1c91-c91e-410c-b294-37926ad3cc43,2024-07-23,c471974a-45ab-417e-9d9e-f927f13988c3
9b7338bb-9cd6-4ada-b80b-eb1cdc9cd499,2024-12-12,182fff6c-492c-478e-8220-67557b1b3df2
5179a3b2-1554-4b1b-8fb8-299a857f5b38,2024-07-19,dafe5f19-71c2-4000-9521-40551ed52bcb
27641625-6e76-4435-ad1b-c34f75ffce51,2024-01-01,a45695ec-6642-4b84-9894-26d30dd45785
76b4d437-83f6-4cf5-bb8a-51d5f8e36198,2024-06-10,abc9b2de-7517-4e12-9b72-f47e7dc0a83f
161261bb-851c-4db4-84a3-c93b02c3a8a9,2024-05-27,f767a601-eea5-4dbd-aa2b-b246372a9adb
9a1f1057-2b86-4e24-a4bb-0342911a53ca,2024-03-25,6b3c3c8f-5fcb-4cf5-9102-9b8b6c4995ee
11aa85b3-a071-44db-abcb-e9ce489c49b1,2024-03-11,92a92344-20eb-4980-bbe3-76fa1c7ec55f
ee940da0-e17e-4958-951e-25a1691eca72,2024-02-13,e0342c7a-bc9d-4044-832b-e8ef5022e10f
58d72de4-3e21-4012-b0a9-279a95dc6b4d,2024-05-08,43eaacb1-3e91-4b0f-a853-8e5bce09af2a
5d378374-8b7a-4f36-b4e7-0371fd75b6b6,2024-04-18,dd652e63-c751-4467-896e-f6164bab5287
883ad8fb-c010-401d-953e-5996a4cbb3bd,2024-10-17,f767a601-eea5-4dbd-aa2b-b246372a9adb
6b733f88-5e6a-4eb5-a993-895ebbbadb2b,2024-08-14,a45695ec-6642-4b84-9894-26d30dd45785
2dcfd633-9af1-4116-aca5-edd065d27735,2024-11-20,507265fc-2b5c-4823-81c4-1c2ff8f99fc0
51be5a23-2bfe-470c-9cb3-2ae1d59d2a50,2024-09-20,d6ce65bb-426c-440c-b303-b080e33f580c
ba576b70-460c-4c6b-b752-fda6062df3b7,2024-11-21,2b5b3711-fcea-429e-86aa-06dcd8c8252b
13d0558f-bb4f-460c-8d83-61e086df49e3,2024-08-21,2363e8a8-0ad3-4a7d-ae5b-27df8141052d
f56d9ef6-3166-41cc-95ec-3aa7ffc92fd7,2024-10-12,6c2eba42-3027-4eef-878a-44352f942c39
71dd2899-4849-4384-8b91-b16f27c95165,2024-01-21,8d741d2e-93bd-4cec-ae6f-a2e25e0d1819
8bd3adf0-d0b6-4306-b7dc-ef64b2c2ec93,2024-06-06,4c68c1ce-6c36-4f4a-b531-1ba75754f4b4
9a01b98e-9ce3-4a3e-92a9-52faf8ab1840,2024-09-09,2363e8a8-0ad3-4a7d-ae5b-27df8141052d
11fe285f-5efc-45ca-b13b-c544988fd358,2024-08-26,935a6ac7-3537-4740-b67e-25c8c491da8b
7956daf6-dc60-43cc-9262-c2399e78a182,2024-10-15,f2d15757-9520-4370-be36-4d843abd6638
29381e1f-2d51-4d92-a4e5-13f031fc93f2,2024-06-22,964d37fe-d5f2-4034-b3d5-4ad4b7160d0f
a911c653-95a4-4172-876e-f4bd20b8530c,2024-03-10,f767a601-eea5-4dbd-aa2b-b246372a9adb
c450f36c-78d1-4411-b39a-a69a4b333a5c,2024-06-18,0957bfba-eda2-4df6-9316-a63e4e65df83
1940cf60-6c2f-463b-bf0c-056f3c63dec8,2024-04-15,c7003ed2-184a-49c6-9dd6-89565384faac
75588223-b938-4d0a-ab4d-f92a7365e6f5,2024-07-26,4c68c1ce-6c36-4f4a-b531-1ba75754f4b4
fa236f22-a08c-4e5f-bdfe-0d1eff5209e2,2024-05-07,cadb427c-d085-4d59-97ed-f38bcb662d38
4ab7dbde-cf6b-45db-b68c-f5023417dbb5,2024-01-01,71ff9d13-1e7b-4027-8326-9a84f45aad7c
e5872825-3b95-4c04-956c-7c137a18d83b,2024-02-20,4c851d24-333f-4096-9084-830a7069c698
9467afb8-9ada-4283-b399-8e6f83917703,2024-07-14,9cce0004-e7ad-48a8-a49d-a7b787e13c28
cc1bb119-b7b9-4929-b995-cb3a45d689bc,2024-12-11,72a19300-83bb-44ed-be0a-de3079884041
f2bbea5a-b5b2-412d-b0ca-35e3a1d11125,2024-12-02,eb4f65f2-983c-48e7-8d57-949aa34abaa3
fff259fb-19b9-41fc-a5c5-b1ee8fb0da76,2024-08-24,fec1e0bf-110c-4c2a-b52e-2d08dda67dd4
77e7a298-af55-427a-a6c7-07c22bf52731,2024-12-07,0cd5055c-483c-42ed-b1f3-f792669932b0
4555d326-f1db-492e-a4a9-84bf033dfcb6,2024-05-15,b014b0f6-c500-4077-92e8-d91e9eead2bd
7db89b48-1a87-424a-9980-a2a0edbc9bda,2024-03-27,74414244-88ee-4ea6-9a27-795e91f3ab5d
76cc4c90-51fe-487e-b001-53da2989586a,2024-01-25,e06650d1-db1c-4e36-a0ad-fb6e954293d9
f0146198-309c-4d59-950f-4e80f11b888f,2024-09-04,5e476d36-00df-4071-87fc-cc654c5ed5e3
7593ac0f-e2c0-4517-af4a-f18e0df8acf9,2024-02-14,ccfe48ef-c8fa-4d4e-a2ac-c1bdcea612ea
3edacc68-2c79-4268-a537-c503eeacfd54,2024-07-26,4c68c1ce-6c36-4f4a-b531-1ba75754f4b4
72c72cff-7bcc-41c0-a84b-a9343f2dae32,2024-11-08,25128d13-7ade-4886-a3aa-54b4b41f39c0
a1e0ea6f-68c5-41c0-a994-76f5794189cf,2024-06-24,e0342c7a-bc9d-4044-832b-e8ef5022e10f
7f7d9cec-fcbd-4363-a79b-a63d1eb233eb,2024-02-17,e64e1b78-3006-4b08-8afb-33b0cfc2dd36
6e34a36f-3f66-4040-97f1-4a645ccb8ae6,2024-02-16,20ca98b6-a8ce-41a3-bddc-231a0e42779c
c2cd006d-b039-475f-a4c8-fe1bb31984bb,2024-03-07,f767a601-eea5-4dbd-aa2b-b246372a9adb
8197fc85-2ea3-482c-b410-ba602d0749df,2024-03-25,b014b0f6-c500-4077-92e8-d91e9eead2bd
369647d4-0e52-4ad4-8260-895243463ae8,2024-02-19,6f5b2bee-b893-4990-9787-2d28d70a0971
3d1087dc-1b79-40ae-bf1e-79efdb0819a1,2024-03-13,935a6ac7-3537-4740-b67e-25c8c491da8b
25cf2d09-3862-43b2-ab54-7ba5f7e199f7,2024-10-01,c25ac049-f03f-4552-8c41-c101423f1457
7fc2180a-9f64-487a-8999-d2d9da74b5b4,2024-05-01,25782034-d310-4910-b82a-16e6db09766f
abe51b9c-bdb8-4db0-9cea-09b42cac888a,2024-11-19,b1e53e29-45ce-4a4b-b0fb-f96402b4965c
468054d9-4aa5-4ee1-b6f5-a48c6e246e87,2024-07-11,92a92344-20eb-4980-bbe3-76fa1c7ec55f
64f4c3d7-a154-498b-9bf7-d7abc02ff970,2024-02-26,c9950219-9950-45b8-9402-c51553bcca10
8639c821-2ca0-4218-98b4-51d456d35adc,2024-03-25,c25ac049-f03f-4552-8c41-c101423f1457
f80939b3-87d5-42c6-8644-798850287583,2024-11-01,2b5b3711-fcea-429e-86aa-06dcd8c8252b
eec4f67e-ee4c-4c64-9639-741863c3478b,2024-04-11,3a6a909a-f78d-436c-b28e-4370a44fd5ea
1a0d0602-a3fd-4c01-bdd4-1fcc51a3eb7a,2024-02-11,d6ce65bb-426c-440c-b303-b080e33f580c
e768054b-6f9c-4c27-9885-edf0b80d14b3,2024-08-15,8d741d2e-93bd-4cec-ae6f-a2e25e0d1819
e2e8491e-9172-4c93-84ec-88df386ce610,2024-11-17,4c851d24-333f-4096-9084-830a7069c698
892f5545-060a-4f50-9f29-b16b131c3a9a,2024-08-01,20ca98b6-a8ce-41a3-bddc-231a0e42779c
e426f828-29ef-4f26-8035-867db9c9e8e9,2024-12-12,182fff6c-492c-478e-8220-67557b1b3df2
28b58edb-c428-47e3-b218-b5f61871c06a,2024-09-22,2a61f262-8e9a-4bf4-8014-d6fddc4b4837
38b2ab8f-813c-4d90-ac37-9d80c142acd8,2024-09-12,9d795f5c-d77c-454b-b653-3a156099cd71
dcfe3d77-0782-4d94-92a5-a27022ebc070,2024-06-20,4c68c1ce-6c36-4f4a-b531-1ba75754f4b4
4b208374-924b-4382-a8d8-81c0082647dd,2024-05-28,6c2eba42-3027-4eef-878a-44352f942c39
77f575f3-b5c6-4988-a213-fe6697785921,2024-12-02,aaa21b9c-2395-44a5-bc51-b06f105bcd4a
9b0b8ab3-dd3d-4859-87e5-0cbc7c6e3383,2024-01-12,9abaa96a-c54f-4196-9814-8b7bbd5b557a
ed0f2e6a-9fb5-4d95-962c-b0393ecb2d21,2024-09-15,e06650d1-db1c-4e36-a0ad-fb6e954293d9
33f90b30-b8cd-46fb-9fda-4de296b4b40b,2024-11-17,182fff6c-492c-478e-8220-67557b1b3df2
ef1793a8-5059-47ff-bada-e4e9cdff0e1c,2024-08-21,6f5b2bee-b893-4990-9787-2d28d70a0971
4c76a4f5-c90f-4bf4-a0b8-07c8845819b1,2024-02-28,0957bfba-eda2-4df6-9316-a63e4e65df83
e8b8e811-2c64-45e0-b063-6250024169f5,2024-02-22,858bcaa4-a2a3-4c14-8126-30af2a46e536
d7ee2a33-86e9-4650-845f-7cd17d2e2665,2024-09-03,71ff9d13-1e7b-4027-8326-9a84f45aad7c
f960b8ad-1fb6-41ea-860d-24e12f908045,2024-04-22,6fbd30ff-1f81-4aa7-863c-fbd1605182f6
244e24e6-9877-46ef-92d8-cc1d99783de1,2024-08-25,7b71d28a-1809-420a-aa2c-b46ba39590be
0b357d0a-cc37-48b8-9f7f-0c2993e21b62,2024-12-03,dd652e63-c751-4467-896e-f6164bab5287
a126c916-8112-4b4e-8c47-afef805c67e7,2024-07-27,4338212d-5ac4-4695-b28b-fb6ecb8824ea
9ef7a3cc-4c06-4b2e-a5b1-e0bb29b7a88b,2024-12-05,9cce0004-e7ad-48a8-a49d-a7b787e13c28
